"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht definiere ich als";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland, in dem ich Standard-Arbeitsanweisungen oder Muster-Algorithmen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine rettungsdienstliche Beschäftigung beträgt...";"5. Meine rettungsdienstliche Tätigkeit beträgt...";"6. Ich gehöre zu einer der folgenden Berufsgruppen:";"7. In der Regel werden im bundesdeutschen Rettungsdienst Standard-Arbeitsanweisungen bzw. Muster-Algorithmen beschrieben und zur Anwendung vorgegeben.  Wie sehr setzten Sie diese genau so (1:1) in realen Einsatzsituationen um?";"8. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen nicht genau so (1:1) umsetzen?";"9. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hinderlich?";"10. In welchen Einsatzsituationen konnten Sie die Standard-Arbeitsanweisungen bzw. Muster-Algorithmen genau so (1:1) umsetzen?";"11. Was denken Sie?  Welche Faktoren waren für die Umsetzung der Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen eher hilfreich?";"12. Was ist Ihnen in Bezug zu der Umsetzung von Standard-Arbeitsanweisungen bzw. Muster-Algorithmen in realen Einsatzsituationen noch wichtig mitzuteilen?";
"60863047";"fa72c87";"18.09.2019 11:43";"18.09.2019 11:51";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Reanimation";"Aspiration von Speisen als Ursache für eine Reanimation.";"Apoplex, ACD, Hypertensiver Notfall,";"Der reine Notfall, ohne 'Nebenbaustellen', wie z.B. Räumlichkeiten, Haustiere (vor allem aufgeregte Hunde, die von Angehörigen nicht beruhigt werden können znd uns um die Beine rumhopsen), Angehörige,";"Nichts. Sie sind sehr gute Arbeitshilfen. Und sie vieten Sicherheit bei Entscheidungen bezüglich der Versorgung von Patienten.";
"60863160";"daf43d6";"18.09.2019 11:47";"18.09.2019 11:48";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"Analgesie bei Traumapatienten";"Es gibt nicht immer 'den Standardpatient' auf den die SAA eins zu eins passt";"Bei der Reanimation, dem Asthmaanfall und bei einer Anaphylaktischen Reaktion";"";"";
"60863188";"9bf3a55";"18.09.2019 11:48";"18.09.2019 11:49";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60863193";"8b3c8b3";"18.09.2019 11:49";"18.09.2019 11:57";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"Analgesie bei Trauma. Infusionstherapie bei Sepsis";"Medikamentendosierungen sind viel zu niedrig angesetzt... meist deutlich unter der auf dem Beipackzettel beschriebenen Mindestdosierung. z.B. Piritramid bei Extremitäten-Trauma: 7,5mg über 20 min Kurzinfusion... meist kein Effekt oder deutlich verspätet., ähliches bei v.a. Sepsis... maximale infusionstherapie 500ml VEL...";"bei reinen Taxifahrten. Notfalleinsätze erfordern ein gewisses Maß an Flexibilität und Agierungsspielraum - mit momentanen Algorithmen nicht abbildbar.";".";"";
"60863198";"fcff8d2";"18.09.2019 11:49";"18.09.2019 11:54";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Rettungssanitäter /-innen";"30";"In fast allen Situationen., Es gibt halt eben nicht DEN Algorithmen Patienten., Abweichungen gibt es fast jedes mal";"Meistens an der Örtlichkeit... es geht teilweise leider etwas Zeit verloren, weil man Patienten erstmal so umlagert muss, damit man überhaupt ran kommt.";"Hypoglycämie bei Bewusstlosigkeit";"Ein Patoent, der mich mein Schema ab arbeiten lässt... keine großen Differenzialdiagnosen zulässt";"Mehr Rückendeckung";
"60863225";"1830da3";"18.09.2019 11:50";"18.09.2019 11:51";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60863235";"97dcb89";"18.09.2019 11:50";"18.09.2019 11:51";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60863277";"df420f0";"18.09.2019 11:51";"18.09.2019 11:52";"teilgenommen, aber noch nicht beendet";"ohne Angabe";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60863297";"1baef52";"18.09.2019 11:51";"18.09.2019 11:55";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Ich erlebe häufig den Einsatz von SAA als praktikabel und passend. Im Rahmen von Krankentransporten lassen sich diese nicht umsetzen.";"Material";"Polytrauma, Verkehrsunfälle, Reanimationen, internistische Notfälle";"Leitlinien anhand deren Die SAA ausgerichtet sind.";"";
"60863362";"66096a1";"18.09.2019 11:53";"18.09.2019 12:11";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"1";"1";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Bei „Mischerkrankungen“ bzw. unklaren Situationen (z.B. Symptome und Anamnese passen sowohl z.B. auf ACS und Apoplexie, da eben keine eindeutig zuordenbare Leitsymptomatik)";"Mittelalterliches Fürstendenken -&gt; kein bundeseinheitliches Vorgehen analog ÄLRD-Pyramidenprozess, sondern „nur“ landkreisweit gültige SAAs. Daraus resultierend auch unterschiedliche Detailvorgaben 5 m links bzw. rechts der Landkreisgrenze..., Unübersichtlichkeit aufgrund der teilweisen Vielzahl (z.T. weit über 50 Algorithmen)";"Nur bei lehrbuchmässigen „Mustereinsätzen“ bzw. Vorgaben aufgrund S3-Leitlinien";"Wie oben: klar definierte Vorgaben aufgrund z.B. Leitlinien, damit kaum mehr „Handlungsspielraum“ für die regionalen ÄLRD";"Der Flickenteppich muss einheitlicher werden. Die aktuelle Situation ist nahezu unüberschaubar, und damit in der Praxis auch nicht fehlerfrei umsetzbar, sobald man außerhalb der gewohnten Strukturen arbeitet. Es kann nicht sein, dass z.B. bei einem MANV den Patienten unterschiedliche Behandlungen und -grade zuteil werden, nur weil sie von Besatzungen unterschiedlicher Landkreise versorgt werden...";
"60863382";"38ae6b0";"18.09.2019 11:53";"18.09.2019 13:07";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"Bei fehlenden Material wie z.B. fehlende Medikamente auf dem Rucksack";"Begrenzungen in den Maßnahmen z.B. durch den ÄLRD oder den AG";"Exa. COPD  3x, Asthma       1x, Apoplex    240 mmHg Sys   1x , Hypoglykämie 2x, , Es musste immer ein NA dazu gerufen werden.";"Gute interne Schulingen";"";
"60863386";"3dc707b";"18.09.2019 11:54";"18.09.2019 11:55";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"";"";"";"";"";
"60863441";"7e247b0";"18.09.2019 11:54";"18.09.2019 11:56";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 18 und 20";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60863487";"d832ca9";"18.09.2019 11:56";"18.09.2019 11:58";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60863497";"1a6e5b6";"18.09.2019 11:57";"18.09.2019 11:58";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60863552";"a1be3c9";"18.09.2019 11:59";"18.09.2019 12:03";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"- Unklare Lage zu Kontraindikationen (z.b. Bestehende Antikoagulation, Patientenalter...) , - Fehlende Zustimmung des Patienten";"Unnachgiebige Strutkur der SAA, Klarere Leitbild Einschätzung";"90 Prozent der Fälle. Sobald ein Patient den Kriterien entspricht kann er so behandelt werden, sofern er zustimmt.";"Regelmäßige Schulung, Vorhaltung der SAA auf allen Einsatzfahrzeugen, Regelmäßige Überprüfung der kentnise";"";
"60863679";"b40ad64";"18.09.2019 12:02";"18.09.2019 12:03";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"1";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60863733";"efe32fb";"18.09.2019 12:04";"18.09.2019 12:05";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"90";"";"";"";"";"";
"60863749";"381ddfb";"18.09.2019 12:04";"18.09.2019 12:11";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"50";"z.b. kenne ich keine SOP die bei der Exikose die Volumengabe rechtfertigt.";"Ärzte die nach... haben wir immer so gemacht.... arbeiten";"In allen durch die SOP abgebildeten Notfall Bilder";"Ausbildung des Personals, Akzeptanz der Ärzte";"Klare rechtssichere Handlungsanweisungen, , Aufklärung der Notärzte";
"60863833";"ca8257e";"18.09.2019 12:07";"18.09.2019 12:08";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60863843";"20369f1";"18.09.2019 12:07";"18.09.2019 12:13";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"20";"Analgesie, teilweise wird in Algorithmen zu Abdominellen Schmerzen die Medikation mit Metamizol und Buscopan angeregt weil Kolikartige Schmerzen, bei reinen Abdominellen Schmerzen ist eine einzelgabe von Metamizol nicht vorgesehen, wird aber durch mich ausgeführt. Algorithmen zur Übelkeit sind nicht vorhanden, da wird der Umweg über Abdominelle Schmerzen ohne Analgesie, nur mit der Antiimese gegangen.";"Teilweise zu strenge Vorgabe/Auslegung der Algorithmen, die Situation bzw. die Klinik des Patienten wird teilweise sehr Starr beschieben.";"Hypertensiver Notfall, Extremitätenverletzung mit Analgesie, ACS";"Entsprechend der zu erwartenden möglichen Symptome freie Algorithmen, bzw keine zu starre beschreibung auf zwingende Symptome.";"Standardisierte Umsetzung auf Bundeslandebene, oder besser Bundesebene würde zu mehr Rechtssicherheit und vergleichbarkeit sorgen.";
"60863902";"2ac5e7d";"18.09.2019 12:09";"18.09.2019 12:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"60863956";"e3ac295";"18.09.2019 12:11";"18.09.2019 12:19";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"70";"Bei Einsätzen mit Notärzten, welche keinen Wert auf SAAs legen., Bei Einsätzen, welche den Ablauf der SAAs behindern (Lärm, behindernde Außenstehende, nicht gegebene Sicherheit an der Einsatzstelle, andere Störfaktoren), Einsätze mit gering qualifizierten Personal (Bayern: geeigneter Fahrer)";"z.B. Keine Schulung von Notärzten auf SAAs, z.B. Einsatz von Personen mit einem San A/B Kurs auf einem RTW in Bayern";"Bei Einsätzen in ruhigen Verhältnissen (Altenheim, Einfamilienhaus, etc.), Bei Schichten mit hoch qualifiziertem Personal (SAA-liebender NA bzw. 2 NotSans auf einem RTW)";"Ruhe, gute Schulung/Qualifikation";"";
"60863966";"59fcbfb";"18.09.2019 12:11";"18.09.2019 13:48";"teilgenommen, aber noch nicht beendet";"ohne Angabe";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"80";"";"";"";"";"";
"60863977";"5a54673";"18.09.2019 12:11";"18.09.2019 12:19";"teilgenommen und beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Wenn die Behandlung situatives Handel erfordert., Oftmals unter psychiatrischen, Geronto, pädiatrischen oder zum Teil neurologischen Einsätzen erforderliche Empathie";"Erforderliche Empathie, situatives Handeln, Deeskalation";"Reanimation, Trauma";"Bekannte Standards, Schnelles Handeln";"Teamarbeit mit allen miteinbezogenen Profession, Kommunikation";
"60864083";"dbdcb54";"18.09.2019 12:14";"18.09.2019 12:17";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60864195";"4dd7f5c";"18.09.2019 12:19";"18.09.2019 12:27";"teilgenommen und beendet";"";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"100";"Abalgesie,wenn Midazolam/Ketanest nicht möglich.";"Starre Vorgaben, stellenweise unterdosiert., Keine Ausweichmöglichkeit befindet Analgesie auf BTMs.";"Alle angewandten, lediglich oben beschriebene Problem mit dem Analgetikum.";"Klarer Handlungsauftrag. Eher weniger Info in der SOP dafür Beweglichkeit.";"Es wäre wünschenswert, wenn alle NotSan zukünftig bundesweit gleich agieren können., Außerdem muss das BTMG und das Heilpraktikergesetz so geändert werden, dass unsere Berufsgruppe ohne wenn und aber arbeiten kann.";
"60864256";"e40f99c";"18.09.2019 12:19";"18.09.2019 12:25";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"50";"Reanimation und Anamnesegespräche";"Abweichende Algorithmen bei zusammenarbeitet von 2 landkreisen und Verhalten des Patienten";"Nicht Ansprechbare Person";"Eine Abweichung zulassen und mehrere möglichkeiten geben";"";
"60864279";"1da3d03";"18.09.2019 12:22";"18.09.2019 12:31";"teilgenommen und beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"70";"Dynamische Situationen, in denen Patienten mehrere Krankheitsbilder kombiniert aufweisen.";"Notärzte, Kollegen, Szenarien die nicht mit Hilfe einer SAA abgearbeitet werden können.";"Bei isolierten Verletzungen (SAA Fraktur etc) und Krankheitsbildern welche nicht in Kombination auftreten";"S.o.";"";
"60864285";"771a53d";"18.09.2019 12:23";"18.09.2019 12:24";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";".";".";".";".";".";
"60864298";"cde263c";"18.09.2019 12:23";"18.09.2019 12:24";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"50";"Reanimation";"";"";"";"";
"60864300";"8b92ef6";"18.09.2019 12:23";"18.09.2019 12:25";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60864309";"09a1cdb";"18.09.2019 12:23";"18.09.2019 12:29";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"Anlage i.O. Zugang, CPAP/NIV Therapie";"Nicht vorhandene Ausrüstung auf dem Rettungsmittel";"Hypertensive Notfälle, Hypoglykämie";"Gute Aus und Fortbildung";"Bessere Akzeptanz der SAA durch die Ärztlichen Leiter";
"60864373";"c4bd01e";"18.09.2019 12:26";"18.09.2019 12:27";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60864411";"8c03804";"18.09.2019 12:28";"18.09.2019 12:28";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60864418";"d6c557c";"18.09.2019 12:27";"18.09.2019 12:28";"teilgenommen, aber noch nicht beendet";"";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60864471";"c4524f9";"18.09.2019 12:29";"18.09.2019 12:34";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"0";"In allen NotSan Algorhythmen, da keine Freigabe durch den ärztlichen Leite und unzureichende Gesetze (Heilpraktiker+BTMG)";"Fehlende Gesetzesänderungen (Heilpraktiker- und btmg)";"Reanimation";"Keine, da die Politik blockiert.";"";
"60864472";"c0290a6";"18.09.2019 12:29";"18.09.2019 12:32";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"40";"In Situationen in denen der Patient nicht auf die Anweisung passt.";"Die algorithmische Aufbau. Die Festlegung von nominalen Werten behindert die Bewertung der Subjektiven Symptomatik. Besser wären read an do Checklisten.";"In dem es Ausnahmsweise mal gepasst hat.";"Der Zufall.";"Veränderung von Aufbau eines Algorithmus zu Read an Do Checklisten.";
"60864497";"ef4d62a";"18.09.2019 12:30";"18.09.2019 12:31";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"80";"";"";"";"";"";
"60864510";"eddc3a7";"18.09.2019 12:29";"18.09.2019 12:32";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60864577";"84fc4a8";"18.09.2019 12:33";"18.09.2019 12:42";"teilgenommen und beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"100";"Multiple Patientenlagen,";"Teammitfliede, vor allem Ärztliches Personal, welches sich mit den Algorithmen nicht auseinander setzt.";"Fast immer.";"Klare Fortbildung und Kenntnisse aller Mitarbeiter über Abläufe. CRM Praxis und DBRD Algorithmen als übersichtlichstes Modell";"Ich habe frisch nach Freiburg gewechselt, hier drohen die Notärzte mit der Alarmierung der Polizei wenn eine Maßnahme durch Notfallsanitäter durchführt wird, es ist nichts freigegeben, letzte Algorithmen sind von vor dem NFS Gesetz und geben keine Kompetenzen - schrecklich wenn dann andere firsche NFS einem hier vor Ort erzählen sie würden sich die BW Algorithmen(nur zu Schulzwecken) nicht zutrauen, da sie sich der Maßnahme nicht sicher sind.";
"60864644";"4b00ab2";"18.09.2019 12:35";"18.09.2019 12:36";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60864813";"ea415df";"18.09.2019 12:41";"18.09.2019 12:42";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Rettungsassistenten/-innen";"";"";"";"";"";"";
"60865008";"2425dfb";"18.09.2019 12:47";"18.09.2019 12:48";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60865015";"774bc52";"18.09.2019 12:47";"18.09.2019 12:48";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 18 und 20";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"weniger als 3 Jahre";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60865103";"0b13407";"18.09.2019 12:50";"18.09.2019 12:51";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60865114";"1cd85a1";"18.09.2019 12:51";"18.09.2019 12:53";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"10";"in quasi allen";"die fehlende freigabe des älrd";"nie";"-";"das es endlich keiner freigabe mehr des älrd geben muss";
"60865146";"366ef14";"18.09.2019 12:51";"18.09.2019 12:52";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"";"";"";"";"";"";
"60865165";"d32dc9e";"18.09.2019 12:52";"18.09.2019 12:53";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Rettungssanitäter /-innen";"";"";"";"";"";"";
"60865172";"9b82c76";"18.09.2019 12:53";"18.09.2019 12:53";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"mehr als 5 Jahre";"Notfallsanitäter/-innen";"60";"";"";"";"";"";
"60865201";"eca1d0a";"18.09.2019 12:53";"18.09.2019 12:55";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"Vollzeit (100%)";"zwischen 3 und 5 Jahren";"Notfallsanitäter/-innen";"30";"Kardiovertieren, pacen";"Naive denken einiger ÄLRD. Die nicht wissen wie und auf welchem Niveau ihr RD arbeitet. , Das Jahrelange Desinteresse";"";"Bessere Handlungsicherheit";"";
