"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Hatten Sie bisher schon Kontakt mit dem Rettungsdienst?";"2. Wie alt sind Sie?";"3. In welcher beruflichen Situation befinden Sie sich?";"4. Auf welche Art und Weise hatten Sie Kontakt mit dem Rettungsdienst?";"5. In welcher Situation haben Sie den Rettungsdienst erlebt?";"6. Wie lange hat der Rettungsdienst aus Ihrer Erinnerung heraus vom Anruf/ Notruf bis zum Eintreffen gebraucht?";"7. Im folgenden Abschnitt können Sie die Fragen mit 'trifft voll zu' bis 'trifft gar nicht zu' beantworten. Die Fragen zielen dabei auf ihre persönliche Wahrnehmung des Einsatzgeschehens &amp; -personals ab.";"Ich habe mich beim Personal sehr gut aufgehoben gefühlt.";"Das Anliegen wurde vom Personal ernst genommen.";"Das Personal war stets freundlich und höflich.";"Das Personal war geduldig.";"Das Personal machte einen fachlich-kompetenten Eindruck auf mich.";"Ich wurde durch den Rettungsdienst gut beraten.";"Man konnte die Krankenhauswahl beeinflussen.";"Das Erscheinungsbild des Rettungsdienstes war gepflegt.";"Mein Gesamteindruck vom Rettungsdienstpersonal war sehr gut.";
"48968569";"92c087e";"07.09.2018 03:25";"07.09.2018 03:28";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48969310";"e4b770f";"07.09.2018 05:01";"07.09.2018 05:03";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Patient";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48969421";"3a86649";"07.09.2018 05:17";"07.09.2018 05:18";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"";"";"";"";"";"";"";"";"";"";"";"";"";
"48969466";"128354c";"07.09.2018 05:24";"07.09.2018 05:26";"teilgenommen und beendet";"ja";"30-55";"Physiotherapeut";"Zeuge";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"48969479";"5569dc9";"07.09.2018 05:28";"07.09.2018 05:30";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"3";"2";"2";"3";"2";"2";"5";"2";"2";
"48969558";"0487ed2";"07.09.2018 05:40";"07.09.2018 05:42";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"10-15 Min.";"";"3";"2";"3";"3";"3";"3";"4";"3";"3";
"48969685";"36ac611";"07.09.2018 05:56";"07.09.2018 05:58";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"3";"2";"3";"2";"2";"2";"2";
"48969695";"9709b68";"07.09.2018 05:57";"07.09.2018 06:01";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Arbeitsbedingt in der Notaufnahme";"Alle genannten Optionen (aufbauend auf der Antwort für die vorherige Frage)";"5-10 Min.";"";"2";"3";"3";"2";"3";"2";"1";"2";"2";
"48969736";"e74753d";"07.09.2018 06:02";"07.09.2018 06:04";"teilgenommen und beendet";"ja";"30-55";"selbstständig";"Patient";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48969790";"a959991";"07.09.2018 06:08";"07.09.2018 06:09";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Hilfeleistung";"5-10 Min.";"";"1";"1";"1";"1";"1";"2";"5";"1";"1";
"48969817";"2e1a65e";"07.09.2018 06:12";"07.09.2018 06:15";"teilgenommen und beendet";"ja";"55-70";"Arbeiter";"Patient und Angehöriger";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"4";"1";"1";
"48969890";"32cbb91";"07.09.2018 06:20";"07.09.2018 06:21";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Mediziner";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48969894";"ff60458";"07.09.2018 06:20";"07.09.2018 06:22";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"2";"1";"1";"1";"1";"1";"4";"2";"1";
"48969932";"8d65dab";"07.09.2018 06:25";"07.09.2018 06:25";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Zeuge";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48969966";"ef0ee9c";"07.09.2018 06:30";"07.09.2018 06:33";"teilgenommen und beendet";"ja";"55-70";"Rentner";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"5";"5";"1";"1";
"48969969";"d3e6d47";"07.09.2018 06:31";"07.09.2018 06:32";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48970086";"0d78c41";"07.09.2018 06:42";"07.09.2018 06:44";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient und Angehörige";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"3";"1";"1";
"48970124";"70ed8bf";"07.09.2018 06:46";"07.09.2018 06:48";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Etsthelfer";"Hilfeleistung";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"5";"2";"2";
"48970215";"51f1c7e";"07.09.2018 06:57";"07.09.2018 07:00";"teilgenommen und beendet";"ja";"18-30";"Auszubildende";"Angehöriger";"Notfalleinsatz";"&gt,15 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48970290";"7ee36ce";"07.09.2018 07:04";"07.09.2018 07:09";"teilgenommen und beendet";"ja";"55-70";"Handwerker";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48970314";"f5aadc8";"07.09.2018 07:08";"07.09.2018 07:12";"teilgenommen und beendet";"ja";"18-30";"Azubi";"Durch die Freiwillige Feuerwehr";"Notfalleinsatz";"5-10 Min.";"";"2";"3";"2";"3";"3";"3";"3";"2";"3";
"48970361";"b991433";"07.09.2018 07:15";"07.09.2018 07:16";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48970409";"64a7ace";"07.09.2018 07:21";"07.09.2018 07:23";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Arbeite selbst dort";"Notfalleinsatz";"10-15 Min.";"";"3";"3";"4";"3";"2";"3";"5";"2";"3";
"48970454";"1b99b80";"07.09.2018 07:25";"07.09.2018 07:27";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Mitarbeiter";"Alles oben genannte";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48970512";"ac581cf";"07.09.2018 07:33";"07.09.2018 07:34";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Beruflich";"Notfalleinsatz";"10-15 Min.";"";"2";"3";"3";"3";"2";"2";"4";"2";"3";
"48970642";"c59db8d";"07.09.2018 07:46";"07.09.2018 07:47";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Feuerwehrmann";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48970776";"7a8576e";"07.09.2018 07:56";"07.09.2018 07:58";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Angehöriger";"Notfalleinsatz";"&gt,15 Min.";"";"3";"1";"3";"3";"4";"3";"5";"4";"3";
"48970813";"7c9b93c";"07.09.2018 08:00";"07.09.2018 08:01";"teilgenommen und beendet";"ja";"18-30";"Auszubildender";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"48970869";"f270bf7";"07.09.2018 08:03";"07.09.2018 08:07";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"2";"2";"1";"2";"2";"1";
"48970972";"e9a92d0";"07.09.2018 08:10";"07.09.2018 08:12";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Mitarbeiter";"alles";"10-15 Min.";"";"4";"4";"3";"4";"2";"5";"4";"5";"3";
"48971029";"d513fa6";"07.09.2018 08:14";"07.09.2018 08:15";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48971057";"bf1d108";"07.09.2018 08:16";"07.09.2018 08:17";"teilgenommen und beendet";"ja";"30-55";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"2";"1";"1";"2";"1";
"48971196";"e3acc54";"07.09.2018 08:22";"07.09.2018 08:24";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Mitarbeiter";"Notfalleinsatz";"5-10 Min.";"";"3";"2";"3";"3";"2";"2";"3";"2";"3";
"48971320";"a1f54aa";"07.09.2018 08:30";"07.09.2018 08:32";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Hilfeleistung";"0-5 Min.";"";"2";"2";"2";"3";"4";"2";"4";"3";"2";
"48971462";"674a0dd";"07.09.2018 08:38";"07.09.2018 08:40";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Ersthelfer";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"3";"3";"2";
"48971538";"1aa55b6";"07.09.2018 08:43";"07.09.2018 08:44";"teilgenommen, aber noch nicht beendet";"nein";"18-30";"Angestellter";"";"";"";"";"";"";"";"";"";"";"";"";"";
"48971813";"0fc0825";"07.09.2018 09:02";"07.09.2018 09:03";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Krankentransport";"5-10 Min.";"";"2";"3";"2";"3";"2";"3";"4";"2";"2";
"48972349";"2fe20c4";"07.09.2018 09:29";"07.09.2018 09:31";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"3";"3";"2";"3";"4";"1";"2";
"48972366";"8bfe37f";"07.09.2018 09:30";"07.09.2018 09:31";"teilgenommen und beendet";"ja";"18-30";"Akademiker";"Anrufer";"Alle";"&gt,15 Min.";"";"3";"3";"3";"3";"3";"3";"5";"3";"3";
"48972403";"5ac8f47";"07.09.2018 09:32";"07.09.2018 09:33";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"2";"2";"5";"2";"2";
"48972431";"4ee22bd";"07.09.2018 09:33";"07.09.2018 09:35";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"2";"1";"2";"2";"2";"3";"2";"1";
"48972641";"995056e";"07.09.2018 09:44";"07.09.2018 09:46";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"10-15 Min.";"";"2";"1";"1";"2";"2";"1";"2";"1";"1";
"48972724";"45bfcdc";"07.09.2018 09:48";"07.09.2018 09:51";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"2";"2";"2";"5";"2";"2";
"48972746";"fc894d8";"07.09.2018 09:49";"07.09.2018 09:52";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Hilfeleistung";"0-5 Min.";"";"2";"2";"2";"2";"3";"3";"3";"1";"2";
"48972818";"a37cc95";"07.09.2018 09:52";"07.09.2018 09:55";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"&gt,15 Min.";"";"2";"1";"2";"2";"2";"2";"5";"2";"2";
"48972859";"a5f5e2b";"07.09.2018 09:54";"07.09.2018 09:55";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"3";"2";"2";"5";"1";"2";
"48972895";"261baaf";"07.09.2018 09:55";"07.09.2018 09:58";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Notfalleinsatz";"10-15 Min.";"";"2";"2";"3";"2";"2";"4";"5";"2";"2";
"48973066";"f43df8d";"07.09.2018 10:04";"07.09.2018 10:07";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Ausbilung RS";"Krankentransport";"10-15 Min.";"";"2";"2";"2";"2";"2";"2";"2";"2";"2";
"48973161";"716a0f0";"07.09.2018 10:09";"07.09.2018 10:11";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"1";"2";"1";"2";"2";
"48973237";"f678021";"07.09.2018 10:13";"07.09.2018 10:17";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Ehrenamt und Anrufer";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"2";"2";"2";"2";"4";"2";"1";
"48973248";"395857b";"07.09.2018 10:14";"07.09.2018 10:16";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient und Anrufer";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"48973280";"213bf77";"07.09.2018 10:13";"07.09.2018 10:18";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"10-15 Min.";"";"4";"4";"4";"5";"3";"4";"3";"2";"5";
"48973323";"bd0c135";"07.09.2018 10:18";"07.09.2018 10:20";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"1";"2";"1";"1";"1";
"48973338";"aa726f0";"07.09.2018 10:19";"07.09.2018 10:21";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"2";"2";"2";"3";"1";
"48973527";"471b50d";"07.09.2018 10:29";"07.09.2018 10:31";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Patient";"Krankentransport";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"48973797";"79c9972";"07.09.2018 10:40";"07.09.2018 10:42";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Handwerker";"Zeuge";"Krankentransport";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"48973907";"523a64d";"07.09.2018 10:46";"07.09.2018 10:48";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"2";"2";"1";"1";"2";"1";"1";
"48974145";"37e2cf5";"07.09.2018 10:59";"07.09.2018 11:01";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"3";"2";"2";
"48975117";"c30d3cf";"07.09.2018 11:43";"07.09.2018 11:45";"teilgenommen und beendet";"ja";"55-70";"Handwerker";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"1";"1";"1";"2";"2";"1";"1";
"48975191";"05a838e";"07.09.2018 11:46";"07.09.2018 11:49";"teilgenommen und beendet";"ja";"18-30";"Auszubildende Blockweise";"Alle genannten Antworten";"Alle mögliche Antworten";"5-10 Min.";"";"2";"2";"3";"2";"3";"2";"4";"2";"2";
"48975224";"3d07ebe";"07.09.2018 11:48";"07.09.2018 11:49";"teilgenommen und beendet";"ja";"18-30";"Rettungssanitäter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"2";"2";"3";"3";"1";"3";"3";"3";
"48975433";"0ee4ad2";"07.09.2018 11:56";"07.09.2018 11:57";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48975468";"f369ef6";"07.09.2018 11:57";"07.09.2018 11:58";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Mitarbeiter";"Alle genannten";"5-10 Min.";"";"2";"1";"1";"3";"2";"2";"1";"3";"2";
"48975903";"1cbc949";"07.09.2018 12:14";"07.09.2018 12:15";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"3";"1";"1";
"48975929";"cd8a045";"07.09.2018 12:16";"07.09.2018 12:17";"teilgenommen und beendet";"ja";"18-30";"Handwerker";"Alles";"Alles";"5-10 Min.";"";"2";"3";"3";"3";"1";"2";"4";"1";"2";
"48976223";"c0fea18";"07.09.2018 12:30";"07.09.2018 12:33";"teilgenommen und beendet";"ja";"30-55";"selbstständig";"Dienstleister";"Betriebsbesichtigung";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
"48976867";"b752aac";"07.09.2018 12:53";"07.09.2018 12:55";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"10-15 Min.";"";"3";"1";"3";"3";"3";"3";"2";"3";"3";
"48977267";"308b45e";"07.09.2018 13:06";"07.09.2018 13:08";"teilgenommen und beendet";"nein";"18-30";"Bufdi";"Nur gesehen";"Notfalleinsatz";"&gt,15 Min.";"";"3";"1";"3";"3";"3";"3";"4";"3";"3";
"48977668";"dab226e";"07.09.2018 13:20";"07.09.2018 13:25";"teilgenommen und beendet";"ja";"30-55";"Handwerker";"Anrufer, Angehöriger/Betreuer, Ersthelfer, Wasserrettungsdienst";"Notfalleinsatz, Krankentransport, Hilfeleistung, jeweils nicht als Betroffener sondern als Angehöriger, Betreuer, Ersthelfer sowie Wasserrettungsdienst";"5-10 Min.";"";"1";"1";"1";"2";"1";"1";"3";"1";"1";
"48978331";"997d9b3";"07.09.2018 13:46";"07.09.2018 13:48";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48978753";"4ea0137";"07.09.2018 14:03";"07.09.2018 14:05";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"1";"1";"1";"1";"1";"1";"5";"1";"1";
"48978798";"4c2f5db";"07.09.2018 14:05";"07.09.2018 14:09";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"0-5 Min.";"";"2";"2";"2";"2";"2";"2";"2";"2";"2";
"48979595";"593a0d0";"07.09.2018 14:38";"07.09.2018 14:43";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"3";"1";"1";"2";"3";"3";"2";
"48979679";"931f226";"07.09.2018 14:41";"07.09.2018 14:43";"teilgenommen und beendet";"ja";"30-55";"Beamtin";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"1";"2";"3";"2";"2";"2";"2";"2";"2";
"48981203";"7a0f39a";"07.09.2018 15:35";"07.09.2018 15:39";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Patient";"Krankentransport";"5-10 Min.";"";"2";"2";"1";"2";"3";"2";"4";"1";"1";
"48981239";"0c16bba";"07.09.2018 15:37";"07.09.2018 15:41";"teilgenommen und beendet";"ja";"18-30";"Auszubildender";"Alle vier vorgeschlagenen Möglichkeiten";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"2";"3";"3";"3";"2";"2";"3";
"48981704";"9ccba70";"07.09.2018 15:53";"07.09.2018 15:57";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Angehöriger";"Krankentransport";"10-15 Min.";"";"2";"1";"2";"1";"3";"2";"1";"1";"3";
"48981995";"5007e1e";"07.09.2018 16:05";"07.09.2018 16:09";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"2";"2";"1";"2";"5";"1";"1";
"48982649";"66aa9de";"07.09.2018 16:33";"07.09.2018 16:35";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Sanitätsdienst/ Veranstaltung";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"1";"1";
"48982903";"cc8a4ac";"07.09.2018 16:41";"07.09.2018 16:43";"teilgenommen und beendet";"ja";"18-30";"Akademiker";"Mitarbeiter im Rettungsdienst";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"2";"2";"2";"1";"1";
"48983522";"8d0211a";"07.09.2018 17:06";"07.09.2018 17:09";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Zeuge";"Notfalleinsatz";"10-15 Min.";"";"";"";"";"";"";"";"";"";"";
"48983573";"c35b161";"07.09.2018 17:08";"07.09.2018 17:11";"teilgenommen und beendet";"ja";"18-30";"Polizeibeamter";"Im Dienst";"Notfalleinsatz";"";"";"2";"1";"2";"2";"2";"2";"3";"2";"2";
"48983641";"25ec30f";"07.09.2018 17:10";"07.09.2018 17:16";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"3";"1";"2";
"48984085";"3502cd8";"07.09.2018 17:27";"07.09.2018 17:28";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"3";"3";"3";"2";"2";"3";"5";"4";"3";
"48985261";"ccbf38f";"07.09.2018 18:20";"07.09.2018 18:23";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"1";"3";"3";"2";"3";"2";"1";"2";"3";
"48985588";"c01ef1d";"07.09.2018 18:38";"07.09.2018 18:40";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Ich selbst";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"1";"1";"1";"2";"2";"2";
"48986043";"194d01f";"07.09.2018 19:01";"07.09.2018 19:03";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Krankenhaus Notaufnahme";"10-15 Min.";"";"2";"3";"2";"2";"1";"2";"2";"1";"2";
"48986504";"b8e5cac";"07.09.2018 19:26";"07.09.2018 19:28";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Anrufer";"Krankentransport";"5-10 Min.";"";"1";"1";"2";"2";"1";"1";"1";"1";"1";
"48986661";"12169c8";"07.09.2018 19:35";"07.09.2018 19:40";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"1";"2";"1";"1";"2";"1";"1";
"48986828";"b2c82aa";"07.09.2018 19:44";"07.09.2018 19:46";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"2";"1";"3";"3";"2";"2";"1";"2";"2";
"48987009";"d6fcbea";"07.09.2018 19:54";"07.09.2018 19:55";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Angestellter";"Rettungssanitäter";"Notfalleinsatz";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48987264";"8deb94c";"07.09.2018 20:09";"07.09.2018 20:11";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer";"Notfalleinsatz";"5-10 Min.";"";"4";"5";"4";"5";"3";"4";"5";"2";"5";
"48987427";"fd0c41f";"07.09.2018 20:20";"07.09.2018 20:22";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Angehöriger";"Notfalleinsatz";"5-10 Min.";"";"4";"3";"3";"3";"3";"3";"4";"3";"4";
"48987562";"8939c42";"07.09.2018 20:30";"07.09.2018 20:31";"teilgenommen und beendet";"ja";"30-55";"Schüler/ Student";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"3";"1";"1";"1";"1";"5";"1";"1";
"48987577";"832b7f7";"07.09.2018 20:31";"07.09.2018 20:32";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Schüler/ Student";"Mitarbeiter";"Alle oben genannten";"5-10 Min.";"";"";"";"";"";"";"";"";"";"";
"48987766";"49efab2";"07.09.2018 20:43";"07.09.2018 20:45";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Pflegepersonal";"Notfalleinsatz";"";"";"";"";"";"";"";"";"";"";"";
"48987774";"a5dfeb0";"07.09.2018 20:44";"07.09.2018 20:46";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Patient";"Krankentransport";"5-10 Min.";"";"2";"1";"2";"1";"1";"2";"3";"2";"2";
"48987835";"f1d805e";"07.09.2018 20:48";"07.09.2018 20:52";"teilgenommen und beendet";"ja";"55-70";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"1";"2";"2";"2";"5";"2";"2";
"48988226";"59493cc";"07.09.2018 21:18";"07.09.2018 21:19";"teilgenommen und beendet";"ja";"18-30";"Schüler/ Student";"Anrufer/Pflege und Ehrenamt";"Alle 4";"5-10 Min.";"";"2";"3";"3";"3";"2";"4";"4";"2";"3";
"48988370";"6d7ac49";"07.09.2018 21:28";"07.09.2018 21:29";"teilgenommen und beendet";"nein";"30-55";"Angestellter";"Patient";"Sanitätsdienst/ Veranstaltung";"5-10 Min.";"";"2";"3";"2";"3";"2";"3";"1";"2";"2";
"48988496";"b252d07";"07.09.2018 21:38";"07.09.2018 21:40";"teilgenommen und beendet";"ja";"30-55";"Beamter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"2";"2";"2";"2";"2";"2";"2";"2";"2";
"48988582";"8a3045a";"07.09.2018 21:44";"07.09.2018 21:46";"teilgenommen und beendet";"ja";"18-30";"ungelernt/ arbeitslos";"Angehöriger";"Krankentransport";"10-15 Min.";"";"2";"2";"2";"2";"2";"3";"4";"1";"2";
"48989261";"6bc0b5b";"07.09.2018 22:28";"07.09.2018 22:29";"teilgenommen, aber noch nicht beendet";"ja";"30-55";"Angestellter";"Anrufer";"Notfalleinsatz";"0-5 Min.";"";"";"";"";"";"";"";"";"";"";
"48989531";"eb3539a";"07.09.2018 22:50";"07.09.2018 22:54";"teilgenommen und beendet";"ja";"30-55";"Angestellter";"Patient";"Notfalleinsatz";"5-10 Min.";"";"1";"1";"2";"2";"1";"2";"2";"1";"1";
"48990465";"6f9c61d";"08.09.2018 00:33";"08.09.2018 00:34";"teilgenommen und beendet";"ja";"30-55";"Akademiker";"Patient";"Krankentransport";"5-10 Min.";"";"3";"3";"2";"3";"2";"2";"5";"1";"3";
"48991397";"05eb72a";"08.09.2018 04:18";"08.09.2018 04:19";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Anrufer und First Responder";"Notfalleinsatz";"0-5 Min.";"";"1";"2";"2";"2";"2";"1";"3";"1";"1";
"48993096";"78a7682";"08.09.2018 09:42";"08.09.2018 09:45";"teilgenommen und beendet";"ja";"18-30";"Angestellter";"Angehöriger und such Angestellter gewesen";"Notfalleinsatz";"5-10 Min.";"";"3";"4";"3";"5";"4";"5";"5";"1";"4";
"48993192";"bfede9c";"08.09.2018 09:55";"08.09.2018 09:58";"teilgenommen, aber noch nicht beendet";"ja";"18-30";"Auszubildender Pflegefachhelfer";"Notaufnahme";"Notfalleinsatz";"10-15 Min.";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";
