"_Antwort-ID";"Resume-Code";"Start";"Datum und Zeit";"Teilnahmestatus";"1. Mein Geschlecht...";"2. Mein Lebensalter in Jahren ist...";"3. Das Bundesland in dem ich Prüfungen durchführe ist...";"Baden-Württemberg";"Bayern";"Berlin";"Brandenburg";"Bremen";"Hamburg";"Hessen";"Mecklenburg-Vorpommern";"Niedersachsen";"Nordrhein-Westfalen";"Rheinland-Pfalz";"Saarland";"Sachsen";"Sachsen-Anhalt";"Schleswig-Holstein";"Thüringen";"4. Meine Beschäftigungszeit als Prüfer/in beträgt...";"5. Mein Beschäftigungsverhältnis ist...";"Angestellte/r in der Verwaltung";"Beamte/r in der Verwaltung";"Angestellte/r in einer Rettungsdienstschule";"Honorarkraft";"Textfeld";"6. Meine höchste medizinische Qualifikation ist...";"keine medizinische Qualifikation";"Rettungsassistent/in";"Notfallsanitäter/in";"(Not-) ärztliche Qualifiaktion";"Textfeld";"7. Meine höchste pädagogische Qualifikation ist...";"keine pädagogische Qualifikation";"Lehrrettungsassistent/in";"Praxisanleitende Notfallsanitäter/in";"Bildungswissenschaftler/in, Pädagoge/in, Erziehungswissenschaftler/in";"Textfeld";"8. Meine Tätigkeit als Prüfer/in beträgt...";"9. Die Anzahl meiner Prüfungen ist...";"Ergänzungsprüfungen";"Vollprüfungen";"10. Ich bin als Vorsitz einer Prüfungskommission eingesetzt...";"11. Die Ergänzungsprüfung empfinde ich als...";"12. Den Schwierigkeitsgrad der Ergänzungsprüfungen empfinde ich als...";"13. Den zeitlichen Rahmen der Ergänzungsprüfungen empfinde ich als...";"14. Die inhaltliche Vorbereitung auf die Ergänzungsprüfungen empfinde ich als...";"15. Die methodische Vorbereitung auf die Ergänzungsprüfungen empfinde ich als...";"16. Meine Anmerkungen zur Vorbereitung und Durchführung der Ergänzungsprüfungen...";"17. Die Vollprüfungen empfinde ich als...";"18. Den Schwierigkeitsgrad der Vollprüfungen empfinde ich als...";"19. Den zeitlichen Rahmen der Vollprüfungen empfinde ich als...";"20. Die inhaltliche Vorbereitung auf die Vollprüfungen empfinde ich als...";"21. Die methodische Vorbereitung auf die Vollprüfungen empfinde ich als...";"22. Meine Anmerkungen zur Vorbereitung und Durchführung der Vollprüfung...";"23. Nicht bestanden wurden die Ergänzungsprüfungen in den Prüfungsteilen...";"Mündliche Prüfung";"Praktische Prüfung Teil internistische Notfälle";"Praktische Prüfung Teil traumatologische Notfälle";"24. Nicht bestanden wurden die Vollprüfungen in den Prüfungsteilen...";"Schriftliche Prüfung Teil 1";"Schriftliche Prüfung Teil 2";"Schriftliche Prüfung Teil 3";"Mündliche Prüfung";"Praktische Prüfung Teil Reanimation";"Praktische Prüfung Teil internistische Notfälle";"Praktische Prüfung Teil traumatologische Notfälle";"Praktische Prüfung Teil sonstige Notfälle";"25. Welche Gründe haben Ihrer Meinung nach zum Nichtbestehen von Prüfungen geführt?";"26. Nach absolvierter Prüfung erlebe ich die/der/das...";"Fachwissen";"Gewichtung";"Struktur";"Gewichtung";"Verantwortung";"Gewichtung";"Können";"Gewichtung";"Pflichtgefühl";"Gewichtung";"Sorgfalt";"Gewichtung";"Ansehen";"Gewichtung";"-";"Gewichtung";"Selbstreflektion";"Gewichtung";"Pharmazie";"Gewichtung";"d";"Gewichtung";"X";"Gewichtung";"Keine";"Gewichtung";"Sozialkompetenz";"Gewichtung";"Kompetenz";"Gewichtung";"Resignation";"Gewichtung";
"73595783";"1b3e19e";"20.08.2020 17:22";"20.08.2020 17:26";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"1";"1";"";"";"";"";"1";"";"Praxisanleiterin, Studium Pädagogik im  rettungsdienst";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"35";"8";"nein";"0";"0";"80";"80";"80";"";"20";"50";"0";"30";"30";"";"";"1";"";"1";"";"";"";"";"1";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73596511";"b73c34e";"20.08.2020 17:41";"20.08.2020 17:42";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73596537";"87e35b0";"20.08.2020 17:42";"20.08.2020 17:46";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 10 und weniger als 15 Jahren";"";"9";"0";"nein";"0";"20";"10";"60";"50";"";"0";"80";"20";"0";"0";"";"";"1";"1";"1";"";"";"";"";"";"";"";"";"";"Schlechte Vorbereitung und Systemkritik statt Engagement, individuelle Fehler";"";"2";"67%";"2";"67%";"2";"67%";"2";"67%";"3";"67%";"2";"67%";"2";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73596940";"b0d2e2d";"20.08.2020 17:52";"20.08.2020 17:53";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73597217";"26b999c";"20.08.2020 17:53";"20.08.2020 18:04";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 15 und weniger als 20 Jahren";"";"10";"3";"nein";"0";"50";"0";"0";"0";"";"0";"50";"0";"0";"0";"";"";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"";"";"3";"";"3";"";"3";"";"3";"";"3";"";"3";"";"3";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73597837";"d77e54d";"20.08.2020 18:20";"20.08.2020 18:20";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73598384";"bc639b8";"20.08.2020 18:38";"20.08.2020 18:42";"teilgenommen und beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"24";"10";"nein";"30";"30";"70";"60";"70";"";"10";"30";"70";"70";"70";"";"";"1";"";"1";"";"";"";"";"1";"";"1";"1";"";"";"";"2";"67%";"2";"67%";"3";"33%";"4";"67%";"3";"33%";"2";"67%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73598502";"6a96ec8";"20.08.2020 18:42";"20.08.2020 18:43";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73598508";"ed6d9b6";"20.08.2020 18:42";"20.08.2020 18:51";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (50% und mehr)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"0";"4";"nein";"0";"80";"80";"30";"10";"";"20";"70";"10";"10";"10";"";"";"";"";"1";"";"";"";"";"1";"";"";"1";"";"Tlw. Sichtweise der Prüfer aber auch schlechte Einschätzung der Prüfungssituation der Absolventen";"";"2";"67%";"2";"67%";"1";"67%";"2";"67%";"2";"67%";"1";"100%";"2";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73598547";"930a253";"20.08.2020 18:44";"20.08.2020 18:44";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73599349";"9d1f228";"20.08.2020 19:10";"20.08.2020 19:11";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73599936";"987b1ca";"20.08.2020 19:30";"20.08.2020 19:41";"teilgenommen und beendet";"weiblich";"zwischen 31 und 40";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 10 und weniger als 15 Jahren";"";"19";"3";"nein";"40";"40";"0";"0";"60";"Vorbereitung muss praktischer ablaufen und auf die handlungskompetenz ausgerichtet werden, Prüfung selbst sollte sich nicht an einer quote orientieren sondern an die Vorgaben der NotSan APrV";"20";"50";"50";"70";"70";"Es wird zu viel Ballast vermittelt und die Handlungen selbst nicht ausreichend trainiert";"";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"Kein ausreichendes Training für diese Stresssituationen";"";"3";"33%";"3";"33%";"3";"33%";"3";"33%";"4";"67%";"4";"67%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73599993";"926b8ad";"20.08.2020 19:32";"20.08.2020 19:32";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"1";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"";"23";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73600468";"baccb15";"20.08.2020 19:45";"20.08.2020 19:45";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73600929";"94ffaca";"20.08.2020 20:00";"20.08.2020 20:00";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73600976";"c12829d";"20.08.2020 20:02";"20.08.2020 20:04";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"1";"";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"0";"1";"nein";"0";"50";"50";"50";"50";"";"0";"70";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73601013";"c92cbca";"20.08.2020 20:02";"20.08.2020 20:03";"teilgenommen, aber noch nicht beendet";"";"zwischen 41 und 50";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73601721";"c9f43a6";"20.08.2020 20:27";"20.08.2020 20:28";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 1 und weniger als 5 Jahren";"";"100";"36";"nein";"10";"30";"40";"0";"0";"";"10";"70";"10";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73602675";"73acdf7";"20.08.2020 21:03";"20.08.2020 21:04";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73603035";"aa6f0c0";"20.08.2020 21:15";"20.08.2020 21:37";"teilgenommen und beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"1";"";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"9";"4";"nein";"20";"30";"80";"80";"70";"Angesichts der Tatsache, dass es RettAss gibt, die ihre Anerkennung als erfahrene RettSan bekommen haben, aber auch die RettAss-Ausbildung bei vielen Kollegen zu wenig Hintergrundwissen vermittelt hat, empfinde ich die Ergänzungsprüfungen als zu leicht und zu wenig umfassend.";"80";"60";"70";"90";"20";"Der Zeitrahmen, der in Niedersachsen für die praktischen Prüfungen angesetzt ist, wird von mir als zu knapp empfunden. Das Konzert der pädagogischen Fragestellung im schriftlichen Examen empfinde ich im Hinblick auf die Anforderungen in Rettungsdienst als zu weich gespült.";"";"1";"1";"1";"";"";"";"";"1";"";"1";"1";"";"Bei den Ergänzern waren größtenteils gewohnte Abläufe, die sich  in jahrelanger Praxis eingespielt haben und von den Teilnehmern nicht auf die neuen Anforderungen umgestellt werden konnten., Zum Teil unverständliche Fehler im Ablauf der Patientenversorgung waren in der Vollausbildung für Nichtbestehen verantwortlich";"";"2";"67%";"1";"100%";"2";"100%";"2";"67%";"3";"67%";"3";"67%";"3";"33%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73603225";"789446f";"20.08.2020 21:21";"20.08.2020 21:25";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 5 und weniger als 10 Jahren";"";"10";"4";"ja";"10";"50";"40";"30";"40";"";"20";"50";"30";"30";"60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73603580";"ae09bd6";"20.08.2020 21:34";"20.08.2020 21:35";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73604532";"82e3cc2";"20.08.2020 22:12";"20.08.2020 22:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"18";"5";"ja";"20";"30";"80";"80";"100";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73605372";"ddf448a";"20.08.2020 22:51";"20.08.2020 22:51";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73605443";"b330c36";"20.08.2020 22:54";"20.08.2020 22:54";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73606169";"b10bd50";"20.08.2020 14:05";"20.08.2020 23:35";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73606950";"de85f07";"21.08.2020 00:30";"21.08.2020 00:31";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 21 und 30";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Vollzeit (100%)";"";"";"";"";"";"Angestellte im Rettungsdienst";"";"";"";"1";"";"";"";"1";"";"";"";"";"weniger als 1 Jahr";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73609614";"8be7d75";"21.08.2020 04:09";"21.08.2020 04:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73610160";"c41487c";"21.08.2020 05:05";"21.08.2020 05:06";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73610737";"e2bce7e";"21.08.2020 06:22";"21.08.2020 06:23";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 10 und weniger als 15 Jahren";"";"";"";"nein";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73611285";"7d7eefa";"21.08.2020 07:26";"21.08.2020 07:28";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"1";"";"";"weniger als 1 Jahr";"";"13";"0";"nein";"50";"0";"50";"0";"0";"";"50";"50";"50";"50";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73612714";"7b31f2c";"21.08.2020 08:56";"21.08.2020 09:01";"teilgenommen, aber noch nicht beendet";"weiblich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"Teilzeit (weniger als 50%)";"";"";"";"";"";"Notfallsanitäter auf einer Rettungswache";"";"";"";"1";"";"";"";"";"";"1";"";"";"zwischen 1 und weniger als 5 Jahren";"";"10";"10";"nein";"50";"30";"50";"60";"60";"";"50";"50";"50";"50";"50";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73614078";"0d2659c";"21.08.2020 09:59";"21.08.2020 10:05";"teilgenommen und beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"Teilzeit (weniger als 50%)";"";"";"";"";"1";"";"";"";"";"1";"";"";"";"";"";"";"1";"";"zwischen 5 und weniger als 10 Jahren";"";"10";"12";"nein";"30";"60";"0";"100";"100";"Einheitliche Vorbereitung von RettAss auf den NotSan, unabhäbgig von der Berufserfahrung";"10";"50";"0";"0";"70";"";"";"1";"1";"1";"";"1";"1";"1";"1";"1";"1";"1";"1";"Schriftliche nicht eindeutig gestellte Fragen, Praktische fehlen obkektive Bewertungskriterien, Mündliche fehlen objektive Bewertungskriterien";"";"2";"67%";"2";"67%";"1";"67%";"2";"67%";"1";"100%";"3";"67%";"2";"67%";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73614370";"294b17f";"21.08.2020 10:10";"21.08.2020 10:10";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 31 und 40";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73615195";"36feb9c";"21.08.2020 10:42";"21.08.2020 10:43";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 51 und 60";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73616286";"493e3a9";"21.08.2020 11:20";"21.08.2020 11:20";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73618160";"bd127d9";"21.08.2020 12:13";"21.08.2020 12:14";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 41 und 50";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"73618188";"ed00b09";"21.08.2020 12:15";"21.08.2020 12:15";"teilgenommen, aber noch nicht beendet";"männlich";"zwischen 21 und 30";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
